property_type,society,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,super_built_up_area,built_up_area,carpet_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,dlf the ultima,sector 81,2.25,10553.0,3,3,3+,6.0,New Property,2132.01,1929.0,1736.0,0,1,0,0,0,2,168
flat,ss the leaf,sector 85,2.13,7574.0,4,4,3,2.0,Relatively New,2811.96,2600.02,2200.03,0,0,0,0,0,0,49
flat,ireo skyon,sector 60,2.82,12818.0,3,3,3,2.0,Relatively New,2403.04,2400.03,2200.03,0,1,0,0,0,1,174
flat,smriti apartment,sector 56,0.52,10666.0,1,1,1,1.0,Old Property,524.96,475.0,428.0,0,0,0,0,0,0,34
house,project mianwali colony,sector 12,2.0,14815.0,5,5,2,3.0,Old Property,1492.0,1350.01,1215.0,0,0,0,0,0,0,0
flat,gls arawali homes,sohna road,0.28,4938.0,2,2,2,3.0,Relatively New,567.04,499.98,467.05,0,0,0,0,0,1,42
flat,breez global heights,sohna road,0.26,6598.0,1,1,1,6.0,New Property,491.39,438.0,393.96,0,0,0,0,0,0,26
flat,imperia the esfera,sector 37c,0.99,5454.0,3,4,3,9.0,Relatively New,1815.01,1660.0,1509.96,0,1,0,0,0,0,49
flat,experion the heartsong,sector 108,1.55,7738.0,3,3,3+,7.0,Relatively New,2002.95,1749.99,1550.0,0,1,0,1,0,1,174
house,independent,sector 45,7.35,29697.0,6,4,3+,3.0,Old Property,2735.0,2475.05,2228.0,1,1,1,1,0,1,61
flat,emaar digihomes,sector 62,4.25,26562.0,3,3,3,8.0,Under Construction,1995.19,1778.0,1599.95,1,0,0,0,0,0,16
house,surendra homes dayaindependentd colony,sector 6,0.75,15625.0,4,4,2,1.0,Moderately Old,530.0,479.96,432.0,0,0,0,0,0,0,0
flat,signature the roselia,sector 95,0.41,6194.0,2,2,2,12.0,New Property,730.6,670.05,569.3,1,0,0,0,0,1,90
flat,godrej oasis,sector 88a,1.45,8082.0,3,3,3,12.0,Relatively New,2236.84,1993.0,1794.02,0,0,0,0,0,0,49
flat,ats tourmaline,sector 109,1.75,8139.0,3,4,3+,9.0,Relatively New,2149.98,1946.0,1751.0,0,1,0,0,0,0,94
flat,puri emerald bay,sector 104,2.3,9387.0,3,4,3+,10.0,Moderately Old,2449.97,2217.0,1995.0,0,1,0,0,0,0,101
flat,mapsko mount ville,sector 79,1.85,9641.0,3,4,3,21.0,New Property,1815.01,1643.0,1479.0,0,1,0,1,0,0,49
flat,mapsko mount ville,sector 79,1.3,8024.0,3,3,2,6.0,Relatively New,1619.97,1215.0,867.25,1,0,0,1,0,0,151
flat,m3m ikonic,sector 68,1.8,9230.0,3,3,3+,18.0,Relatively New,1949.99,1845.04,1529.98,0,0,0,0,0,1,126
flat,eldeco accolade,sohna road,0.95,6178.0,2,2,3+,8.0,Under Construction,1457.0,1050.02,848.95,1,0,0,0,1,0,72
flat,signature global synera,sector 81,0.48,8450.0,2,2,1,7.0,Relatively New,657.03,613.0,568.01,0,0,0,0,0,1,70
house,independent,sector 12,2.75,12343.0,6,6,2,2.0,Old Property,2462.0,2228.02,2005.0,0,0,0,0,0,0,0
flat,ambience creacions,sector 22,1.99,14420.0,2,2,2,9.0,New Property,1380.04,1284.99,1280.04,1,1,0,1,0,0,20
flat,professional society,manesar,0.75,3067.0,3,4,3,3.0,Relatively New,3048.96,2717.0,2445.02,0,1,0,0,0,0,21
flat,smart world gems,sector 89,1.0,9033.0,2,2,2,1.0,Under Construction,1380.34,1230.0,1106.96,1,0,0,0,0,0,38
flat,ansal housing highland park,sector 103,2.0,7490.0,4,5,3+,14.0,New Property,2669.99,2416.0,2174.0,0,1,0,0,0,0,45
house,independent,sector 2,19.5,27083.0,8,9,3+,2.0,New Property,7956.0,7199.97,6480.0,1,1,0,1,0,0,122
flat,ramprastha the edge towers,sector 37d,0.98,5536.0,3,3,3+,5.0,Relatively New,1770.02,1674.97,1399.95,0,0,0,1,0,0,174
flat,the close north,sector 50,2.65,10685.0,3,4,3+,6.0,Moderately Old,2480.0,2469.99,2000.04,0,1,0,0,0,1,174
flat,sare crescent parc,sector 92,1.0,5128.0,4,3,2,1.0,Relatively New,2431.71,2167.0,1949.99,0,0,0,0,0,0,49
house,dlf city phase 1,sector 26,5.5,30556.0,4,4,3+,2.0,Moderately Old,1989.0,1800.05,1620.0,0,0,1,1,0,0,49
flat,spaze privy at,sector 84,1.35,9642.0,3,3,3,7.0,Relatively New,1918.02,1749.99,1399.95,0,0,0,1,0,0,90
flat,indiabulls enigma,sector 110,4.0,9851.0,4,4,3,17.0,New Property,3702.0,3350.05,3015.0,0,0,0,0,0,0,59
flat,signature andour heights,sector 71,0.59,8428.0,2,2,1,6.0,Moderately Old,699.98,639.05,540.89,0,0,0,0,0,0,67
flat,shree vardhman victoria,sector 70,1.9,9743.0,3,3,3,10.0,New Property,1949.99,1765.0,1588.0,0,1,1,1,1,0,36
house,dlf city plots phase 3,sector 24,1.6,29629.0,8,5,3+,4.0,Old Property,614.87,540.02,499.98,0,0,0,0,0,0,8
flat,m3m capital,sector 113,2.87,12489.0,4,4,3+,3.0,Under Construction,2865.28,2553.0,2297.99,0,1,0,0,0,0,65
flat,dlf the ultima,sector 81,2.25,10699.0,3,3,3+,11.0,Relatively New,2103.05,1599.95,1257.01,1,1,0,1,1,2,49
house,independent,sector 10a,3.6,19608.0,8,4,3,3.0,Moderately Old,2029.0,1836.0,1652.0,0,0,0,1,0,1,28
house,independent,sector 36,0.66,7168.0,2,2,3,4.0,New Property,909.0,823.01,741.0,0,0,0,0,0,0,0
house,sushant lok 1 builder floors,sector 43,6.25,30728.0,7,7,3+,3.0,Moderately Old,2248.0,2033.95,1831.0,1,1,1,0,0,0,46
house,independent,sector 26,18.9,41833.0,6,8,2,3.0,Relatively New,4992.0,4518.04,4066.0,1,1,1,1,0,1,120
flat,ats tourmaline,sector 109,2.95,9365.0,4,5,3+,10.0,Relatively New,3149.95,2851.0,2566.0,0,1,0,0,0,0,101
flat,vatika gurgaon,sector 83,1.33,5564.0,4,4,3,3.0,Relatively New,2390.02,2193.0,2000.04,0,1,0,0,0,0,26
house,international city by sobha phase 1,sector 109,6.75,10838.0,4,4,3+,2.0,New Property,6882.0,6227.99,5605.0,0,1,0,1,0,0,130
house,independent,sector 104,0.6,5128.0,7,3,1,2.0,Moderately Old,1293.0,1170.04,1053.0,0,0,0,0,0,0,0
flat,m3m skywalk,sector 74,1.55,13790.0,2,2,3+,18.0,Relatively New,1405.98,1299.96,1123.97,0,0,0,0,1,0,137
flat,tulip violet,sector 69,1.38,8972.0,3,3,1,12.0,Relatively New,1537.95,1392.0,1253.0,0,0,0,0,0,0,157
flat,m3m golfestate,sector 65,5.9,17484.0,3,3,3,18.0,Relatively New,3362.97,3043.0,2739.0,1,1,0,0,0,0,76
house,independent,sector 105,0.5,50000.0,2,2,0,1.0,Moderately Old,110.0,100.0,90.0,0,0,0,0,0,0,0
flat,swarn jayanti cghs,sector 54,1.75,7608.0,4,3,3+,3.0,Old Property,2300.03,1900.04,1800.05,0,0,0,0,1,1,26
flat,gls arawali homes,sohna road,0.3,6243.0,2,2,2,4.0,Relatively New,567.04,524.0,480.5,0,0,0,0,0,2,120
flat,smart world gems,sector 89,0.95,8600.0,2,2,2,4.0,New Property,1375.61,1226.0,1102.98,1,1,0,0,0,0,38
house,independent,sector 105,0.6,13333.0,3,3,0,3.0,Moderately Old,497.0,450.04,405.0,0,0,0,0,0,0,0
flat,prime habitat,sector 99a,0.27,5432.0,2,2,1,4.0,New Property,619.59,552.0,496.97,0,0,0,0,0,0,7
house,sushant lok 1 builder floors,sector 43,1.65,30556.0,4,4,3+,4.0,Moderately Old,5533.86,4860.01,4499.96,0,0,0,0,1,2,49
flat,smart world orchard,sector 61,2.57,15766.0,3,3,2,3.0,Under Construction,2032.44,1811.0,1629.98,1,0,0,0,0,0,0
flat,signature global synera,sector 81,0.48,8026.0,2,2,1,14.0,Relatively New,598.04,547.0,498.05,0,0,0,0,0,1,14
flat,dlf regal gardens,sector 90,1.27,5499.0,3,3,3+,2.0,Relatively New,1754.95,1499.95,1399.95,0,0,0,0,1,0,72
flat,emaar mgf the palm drive,sector 66,3.45,15681.0,3,4,3,6.0,Relatively New,2200.03,2000.04,1800.05,0,1,0,0,0,1,95
flat,sidhartha ncr one,sector 95,0.55,5556.0,2,2,3,15.0,New Property,1148.36,989.96,950.02,0,0,0,0,0,0,0
flat,corona optus,sector 37c,1.25,7175.0,3,3,3,2.0,Relatively New,1735.03,1563.0,1399.95,1,0,0,0,0,0,49
flat,ild grand,sector 37c,1.35,7142.0,3,3,0,1.0,New Property,2011.0,1819.96,1638.0,0,0,0,0,0,0,60
flat,bestech park view residency,sector 2,1.01,7137.0,2,2,3,0.0,Moderately Old,1415.02,1281.0,1153.0,0,0,0,0,0,0,92
house,independent,sector 7,1.2,11194.0,5,4,2,3.0,Old Property,1185.0,1071.98,965.0,0,0,0,0,0,0,0
flat,breez global hill view,sohna road,0.3,5124.0,2,2,1,11.0,New Property,729.74,650.0,585.45,0,0,0,0,0,0,91
flat,pioneer araya,sector 62,9.95,20995.0,4,6,3,12.0,Relatively New,4739.02,3933.0,3218.94,0,1,0,1,0,1,138
flat,essel towers,sector 14,2.75,12500.0,4,5,3+,8.0,Old Property,2431.0,2200.03,1980.0,1,1,0,0,0,2,128
flat,hcbs sports ville,sohna road,0.32,4301.0,2,2,1,3.0,Relatively New,822.0,744.0,670.0,0,0,0,0,0,0,109
flat,dlf the ultima,sector 81,2.12,10080.0,3,3,3+,9.0,Relatively New,2103.05,1650.0,1257.01,1,1,0,1,1,2,49
flat,apex our homes,sector 37c,0.35,3783.0,2,2,1,7.0,Relatively New,925.05,850.03,799.97,0,0,0,0,0,1,158
flat,eldeco accolade,sohna road,1.14,6530.0,3,3,3+,4.0,Relatively New,1750.96,1382.0,1061.97,0,0,0,0,0,0,157
flat,bestech park view grand spa,sector 81,2.3,8646.0,3,4,3+,7.0,Relatively New,2659.97,2280.01,1949.99,0,1,0,0,0,1,49
flat,aardhya homesh,sector 67a,1.85,8043.0,4,4,0,4.0,New Property,2868.22,2556.0,2300.03,0,0,0,0,0,0,0
flat,orris aster court,sector 85,0.69,5221.0,2,2,2,5.0,Relatively New,1312.01,1074.99,974.99,0,0,0,0,0,0,37
flat,smart world orchard,sector 61,1.6,13913.0,2,2,2,3.0,New Property,1434.12,1278.0,1150.02,1,0,0,0,0,0,122
flat,adarsh nagar,sector 12,0.65,6190.0,3,3,1,1.0,New Property,1309.48,1167.0,1050.02,0,0,0,0,0,1,42
flat,m3m woodshire,sector 107,1.29,8835.0,3,3,3+,1.0,Relatively New,1942.99,1690.0,1460.02,0,0,0,1,0,1,174
flat,dlf the skycourt,sector 86,1.56,8087.0,3,4,3+,17.0,Relatively New,1929.0,1580.03,1450.0,0,0,1,0,0,0,174
flat,ss the leaf,sector 85,1.14,6951.0,2,2,3,4.0,Relatively New,1639.99,1484.0,1336.0,0,0,0,0,0,0,109
flat,godrej nature plus,sector 33,1.4,9333.0,2,2,3,14.0,Under Construction,1499.95,1448.0,1384.99,0,0,0,0,0,0,67
flat,mvn athens,sohna road,0.26,5397.0,2,2,1,2.0,Relatively New,600.58,535.0,481.79,0,0,0,0,0,0,37
flat,ansal api esencia,sector 67,1.2,7407.0,3,3,2,1.0,Relatively New,2020.02,1800.0,1619.97,0,0,0,0,0,0,49
flat,breez global hill view,sohna road,0.35,5319.0,2,2,2,18.0,New Property,714.34,658.0,554.13,0,0,0,0,0,0,15
house,nul,sector 25,6.25,34722.0,5,5,3,2.0,Moderately Old,1989.0,1800.05,1620.0,0,1,0,1,0,1,112
house,sai kripa floors 5,sector 11,0.9,11250.0,5,5,3,3.0,Relatively New,884.0,799.97,720.0,0,0,0,0,0,0,0
house,independent,sector 55,3.1,20026.0,5,4,3+,2.0,Moderately Old,1710.0,1547.96,1393.0,0,1,1,0,0,1,59
flat,m3m merlin,sector 67,2.98,14557.0,3,3,3,0.0,Relatively New,2046.97,1852.0,1667.0,0,0,0,0,1,1,49
flat,pareena coban residences,sector 99a,1.6,8000.0,3,3,3,6.0,Under Construction,2000.04,1810.0,1629.0,0,0,0,0,0,0,0
flat,tata gurgaon gateway,sector 113,2.45,10786.0,3,3,3,8.0,Relatively New,2225.01,2014.0,1813.0,0,0,0,0,0,0,110
house,independent,sector 26,8.9,32963.0,4,4,3+,2.0,Old Property,2984.0,2700.02,2430.0,1,1,1,1,0,0,82
flat,m3m woodshire,sector 107,0.9,5867.0,2,2,3,8.0,Relatively New,1533.96,1281.0,1056.05,1,0,0,0,0,1,74
flat,dlf the skycourt,sector 86,1.5,7776.0,3,3,1,15.0,Relatively New,1929.0,1550.0,1329.99,0,0,0,0,0,0,159
flat,ats kocoon,sector 109,1.7,9742.0,3,3,3,22.0,Relatively New,1745.04,1550.0,1395.0,0,0,0,0,0,0,74
house,independent,sohna road road,1.2,22297.0,4,4,3+,4.0,Old Property,594.0,538.0,484.0,0,0,0,0,0,0,8
flat,m3m capital,sector 113,2.51,14800.0,3,3,3+,2.0,Under Construction,1694.99,1534.0,1381.0,1,0,0,0,0,0,49
flat,shree vardhman victoria,sector 70,1.5,7692.0,3,5,3,7.0,Relatively New,1949.99,1527.0,1160.99,0,1,0,0,0,1,174
house,emaar mgf marbella,sector 66,12.0,37037.0,4,4,3+,3.0,Relatively New,3580.0,3240.04,2916.0,1,1,1,1,0,1,160
house,international city by sobha phase 1,sector 109,6.3,9000.0,4,5,3+,2.0,Relatively New,6716.19,6999.98,4499.96,0,0,0,0,0,1,122
flat,tulip violet,sector 69,1.7,10773.0,3,3,2,0.0,Relatively New,1577.99,1428.0,1285.0,0,0,0,1,0,0,49
flat,dlf regal gardens,sector 90,2.05,9000.0,4,4,3+,5.0,Relatively New,2215.0,2005.0,1804.0,0,0,0,0,0,1,49
flat,ansal housing highland park,sector 103,1.1,6242.0,3,3,3+,7.0,New Property,1762.05,1499.95,1299.96,0,0,0,0,0,0,87
flat,signature global city 92,sector 92,0.78,11142.0,2,2,3,2.0,Under Construction,1009.98,846.0,699.98,0,0,0,0,1,0,24
flat,conscient heritage max,sector 102,1.82,9371.0,3,4,3+,15.0,Moderately Old,1942.02,1757.0,1581.0,0,1,0,0,0,0,125
flat,signature global park 4,sector 36,0.82,7585.0,3,2,3,2.0,New Property,1347.89,1201.0,1081.02,0,0,0,0,0,0,24
flat,ss the leaf,sector 85,2.2,11178.0,4,5,3+,4.0,Relatively New,2811.96,2390.02,1967.96,0,1,0,1,0,0,174
flat,ats triumph,sector 104,2.55,13076.0,4,4,3+,21.0,Relatively New,3149.95,2509.0,1949.99,0,1,0,0,0,0,150
house,independent,sector 7,1.16,11717.0,5,4,2,1.0,Old Property,1234.44,1100.0,989.96,0,0,0,0,0,0,0
house,independent,sector 2,3.0,19268.0,6,4,3+,3.0,Old Property,1720.0,1557.0,1401.0,0,0,0,0,0,1,28
flat,sare homes,sector 92,0.8,4694.0,4,4,3,1.0,Moderately Old,2124.62,1893.0,1704.03,0,0,0,0,0,0,77
flat,pareena coban residences,sector 99a,1.1,7096.0,2,2,3,9.0,New Property,1550.0,1368.0,1199.96,1,0,0,0,0,0,88
flat,emaar mgf emerald floors premier,sector 65,2.75,13924.0,4,4,3,3.0,Relatively New,1974.96,1749.99,1650.0,1,1,0,0,0,1,113
flat,dlf the ultima,sector 81,2.3,10994.0,3,4,3+,6.0,New Property,2091.96,1893.0,1704.0,0,1,0,0,0,2,167
flat,tulip violet,sector 69,1.78,8855.0,4,4,2,10.0,Relatively New,2010.05,1819.0,1637.0,0,0,0,1,0,1,156
house,independent,sector 2,4.95,20370.0,6,5,3+,3.0,Relatively New,2685.0,2429.95,2187.0,0,1,0,0,0,0,91
flat,the lions cghs,sector 56,1.99,11055.0,4,4,3+,4.0,Old Property,2400.03,2000.04,1800.05,0,0,0,1,1,1,105
flat,pioneer park,sector 61,2.0,11764.0,3,3,3,24.0,Moderately Old,1700.05,1539.0,1385.0,0,0,0,0,0,1,75
flat,emaar mgf emerald floors premier,sector 65,2.8,16969.0,4,4,3,2.0,Relatively New,1974.96,1800.05,1650.0,1,0,0,0,0,1,89
flat,mapsko royale ville,sector 82,1.22,7176.0,3,5,3+,10.0,Relatively New,2300.03,2000.04,1700.05,0,1,0,1,0,1,76
flat,the close south,sector 50,3.25,12810.0,3,4,3+,4.0,Old Property,3163.58,2819.0,2537.05,0,1,0,0,0,1,135
house,iffco nagar and 17b rwa,sector 17,3.5,24305.0,6,5,3,3.0,Old Property,1591.0,1439.99,1296.0,0,0,0,0,0,0,44
flat,smart world orchard,sector 61,1.47,12782.0,2,2,2,4.0,Under Construction,1434.12,1278.0,1150.02,1,0,0,0,0,0,31
flat,vatika city homes,sector 83,1.05,8571.0,3,3,3,8.0,Moderately Old,1739.98,1468.0,1225.04,0,0,0,1,0,1,103
house,independent,sector 105,1.2,13333.0,7,4,1,2.0,Moderately Old,994.0,899.97,810.0,0,0,0,0,1,0,14
flat,smart world gems,sector 89,0.85,7706.0,2,2,2,2.0,Under Construction,1375.61,1226.0,1102.98,1,0,0,0,0,0,45
flat,emaar palm gardens,sector 83,1.3,11868.0,3,3,3,16.0,Relatively New,1719.96,1387.0,1095.33,0,1,0,0,0,1,174
flat,signature global park,sohna road,0.75,6938.0,2,2,0,1.0,Relatively New,1195.0,1081.02,973.0,0,0,0,0,0,0,58
flat,mapsko casa bella,sector 82,3.0,6134.0,4,6,3+,25.0,Relatively New,4890.04,4425.0,3982.0,0,1,0,1,0,1,119
flat,tulip violet,sector 69,2.0,9950.0,4,4,2,0.0,Relatively New,2010.05,1819.0,1637.0,0,0,0,0,0,0,95
flat,oriental valley chs,sector 9a,1.5,8108.0,4,3,3+,8.0,Moderately Old,2307.08,2056.0,1849.99,0,0,0,0,0,0,35
house,shree krishna homes,sector 104,0.48,50000.0,2,2,1,1.0,New Property,895.04,795.02,720.0,1,0,0,1,1,0,44
flat,indiabulls enigma,sector 110,3.79,9895.0,5,5,3,4.0,Relatively New,3830.01,3466.0,3119.0,0,1,0,0,1,0,125
flat,godrej nature plus,sector 33,1.65,8266.0,3,3,3,2.0,Under Construction,2488.98,2218.0,1995.95,0,1,0,0,0,0,37
flat,dlf new town heights,sector 90,1.9,5683.0,4,4,3+,7.0,Relatively New,2727.03,2468.0,2221.0,0,1,0,1,0,0,88
flat,mapsko mount ville,sector 79,1.2,8052.0,3,3,3,9.0,Relatively New,1490.05,1321.0,1163.9,1,0,0,0,0,1,104
house,rajendra park gurgaon,sector 105,0.37,10277.0,4,3,2,3.0,Relatively New,398.0,360.05,324.0,0,0,0,0,0,0,0
house,experion windchants,sector 112,7.46,10260.0,4,4,3+,2.0,Relatively New,7017.0,6349.95,5715.0,0,1,0,1,0,1,62
flat,central park resorts,sector 48,3.65,15240.0,3,3,3+,9.0,Relatively New,1870.01,1869.04,1682.0,0,0,0,0,1,1,157
flat,ss the leaf,sector 85,2.15,8928.0,3,5,3,2.0,New Property,2407.99,2179.0,1961.0,0,0,0,0,0,0,53
flat,shree vardhman flora,sector 90,0.65,4814.0,2,2,3,6.0,Relatively New,1350.01,1222.0,1100.0,1,0,0,0,0,0,165
flat,orchid petals,sector 49,2.09,11578.0,3,3,3,0.0,Relatively New,1805.0,1633.0,1470.0,0,0,0,0,0,0,49
flat,bestech altura,sector 79,1.9,9000.0,3,4,2,11.0,New Property,2680.97,2389.0,2149.98,0,1,0,0,0,0,49
flat,shree vardhman flora,sector 90,0.9,4615.0,3,4,3,4.0,Relatively New,1949.99,1765.0,1588.0,0,1,0,0,0,0,165
flat,dlf new town heights,sector 90,1.95,7150.0,4,4,3+,24.0,Relatively New,2727.03,2456.0,2200.03,0,1,1,0,0,0,174
house,international city by sobha phase 1,sector 109,6.1,25103.0,5,6,3+,2.0,Moderately Old,2685.0,2429.95,2187.0,0,1,0,0,0,0,30
flat,orchid petals,sector 49,4.16,11700.0,5,4,3+,14.0,Relatively New,3557.04,3219.0,2897.0,1,1,0,0,0,0,40
flat,gls arawali homes,sohna road,0.32,6722.0,2,1,0,0.0,Relatively New,526.0,475.98,428.0,0,0,0,0,0,0,0
flat,godrej nature plus,sector 33,1.4,15124.0,3,2,3+,20.0,New Property,1560.0,1220.0,925.0,0,0,0,0,0,0,70
flat,mapsko mount ville,sector 79,1.65,9091.0,3,3,0,12.0,Relatively New,2006.0,1815.01,1634.0,0,0,0,0,0,0,0
flat,eldeco accolade,sohna road,0.85,6724.0,2,2,3,10.0,New Property,1264.0,978.0,730.01,0,0,0,0,0,0,72
flat,signature global superbia,sector 95,0.4,6728.0,2,2,3,2.0,Under Construction,741.54,661.0,594.49,0,0,0,0,0,0,0
flat,bestech park view city,sector 49,2.7,12505.0,3,4,3+,6.0,Moderately Old,2159.02,1954.0,1759.0,0,0,0,0,0,0,0
flat,sare petioles,sector 92,1.22,5250.0,4,3,3,9.0,Under Construction,2313.0,2093.04,1884.0,0,1,0,0,0,0,99
flat,rose apartment,sector 28,3.0,10482.0,3,5,3+,8.0,Old Property,2862.01,2590.0,2331.0,0,0,0,0,0,0,0
flat,dlf the ultima,sector 81,2.35,11174.0,3,3,3+,14.0,Relatively New,2103.05,1550.0,1257.01,1,1,0,1,1,2,49
flat,ss the leaf,sector 85,1.77,7350.0,3,4,3,6.0,Moderately Old,2407.99,1450.0,1299.96,0,1,0,0,0,1,135
flat,emaar gurgaon greens,sector 102,1.5,9090.0,3,3,3,7.0,Relatively New,1650.0,1315.0,1022.57,0,0,0,1,0,1,174
flat,ramsons kshitij,sector 95,0.22,6470.0,1,1,1,2.0,New Property,340.03,308.0,277.0,0,0,0,0,0,0,0
house,emaar emerald hills,sector 65,12.5,34722.0,4,4,3+,2.0,Relatively New,3978.0,3599.99,3240.0,1,1,0,0,0,0,56
house,aindependentt raj estates,sector 63a,8.5,27139.0,6,6,3+,3.0,Under Construction,3461.0,3131.97,2819.0,0,0,1,1,0,0,29
flat,m3m golfestate,sector 65,5.3,24211.0,3,3,3,38.0,Moderately Old,2849.96,2506.0,2188.95,0,1,0,0,0,2,49
flat,dlf the ultima,sector 81,2.5,11726.0,3,3,2,4.0,Relatively New,2132.01,2129.96,2128.99,0,1,0,0,0,2,82
flat,m3m skywalk,sector 74,1.78,12500.0,2,2,3+,12.0,Relatively New,1775.49,1582.0,1423.96,0,0,0,0,0,0,63
flat,ss the coralwood,sector 84,1.05,6774.0,3,3,3,6.0,Relatively New,1749.99,1609.96,1550.0,0,0,0,0,1,0,129
flat,indiabulls enigma,sector 110,3.3,9850.0,4,5,3,7.0,Relatively New,3350.05,3032.0,2729.0,0,1,0,0,0,0,101
house,independent,sector 108,1.7,5666.0,4,4,3+,1.0,Relatively New,3303.45,3000.01,2600.02,0,0,0,0,0,0,0
house,iffco nagar and 17b rwa,sector 17,2.98,20566.0,6,6,3+,3.0,Relatively New,1601.0,1449.04,1304.0,1,0,0,1,0,0,78
flat,tata gurgaon gateway,sector 113,1.75,10443.0,2,2,2,10.0,Relatively New,1580.03,1430.0,1287.0,1,0,0,0,0,0,104
flat,godrej nature plus,sector 33,1.2,13369.0,2,2,0,11.0,Under Construction,1024.8,913.0,822.0,0,0,0,0,0,0,56
flat,unitech vistas,sector 70,0.53,4800.0,2,2,2,9.0,Under Construction,1095.01,991.0,892.0,0,0,0,0,1,0,24
flat,la vida by tata housing,sector 113,3.0,14285.0,3,3,3+,3.0,Relatively New,2690.97,2459.98,2100.04,0,1,0,0,0,0,167
flat,bestech park view residency,sector 2,1.51,7869.0,3,4,3+,7.0,Moderately Old,1919.96,1738.0,1564.0,0,1,0,0,0,1,84
flat,godrej aria,sector 79,1.1,7772.0,2,2,3+,4.0,New Property,1350.98,1223.0,1101.0,0,0,0,0,0,1,49
flat,vatika gurgaon,sector 83,0.85,8947.0,2,2,2,18.0,Moderately Old,1244.95,1099.96,950.02,0,0,0,1,0,1,119
flat,bptp amstoria,sector 102,1.9,8444.0,3,3,3+,1.0,Relatively New,2727.03,2500.02,2249.98,0,1,0,0,0,0,174
flat,dlf regal gardens,sector 90,1.26,7636.0,3,3,2,12.0,Relatively New,1743.97,1650.0,1485.0,0,0,0,0,1,0,8
flat,godrej oasis,sector 88a,1.45,8367.0,2,2,3+,9.0,Relatively New,1732.0,1431.0,1166.0,1,0,0,0,0,2,85
house,landmark house,sector 43,2.75,25463.0,3,3,1,2.0,Moderately Old,1193.0,1080.05,972.0,0,0,0,1,0,0,21
flat,signature global solera,sector 107,0.49,8222.0,2,2,1,8.0,Relatively New,602.02,598.04,538.0,0,0,0,0,1,2,49
flat,unitech the palms,sector 41,2.75,16768.0,3,3,2,14.0,Old Property,1639.99,1484.0,1336.0,0,0,0,0,0,2,79
flat,krrish florence estate,sector 70,1.25,6703.0,3,3,3,18.0,Under Construction,1864.95,1688.0,1519.0,0,0,0,0,0,0,51
flat,tata primanti,sector 72,3.25,10545.0,3,3,3,2.0,Moderately Old,3300.0,2986.0,2687.0,0,1,0,0,0,0,94
flat,bptp astaire gardens,sector 70a,0.97,6587.0,3,3,3+,1.0,Relatively New,1480.04,1339.0,1205.0,0,0,0,0,1,0,149
flat,parsvnath exotica,sector 53,5.0,17241.0,3,4,3,7.0,Old Property,3616.01,3222.0,2900.01,0,1,0,0,0,1,24
flat,experion the heartsong,sector 108,1.6,7988.0,3,4,3+,3.0,Relatively New,2002.95,1500.27,1140.97,0,1,0,0,0,1,60
flat,sbtl caladium,sector 109,1.68,6601.0,3,3,3+,7.0,Moderately Old,2545.02,2303.0,2073.0,0,1,0,0,0,0,134
flat,eldeco accolade,sohna road,0.72,4975.0,2,2,3+,12.0,Relatively New,1457.0,1131.0,848.95,1,0,0,0,0,0,152
house,international city by sobha phase 2,sector 109,6.25,10035.0,5,7,3+,3.0,Relatively New,6882.0,6227.99,5605.0,1,1,1,1,0,0,147
flat,tulip violet,sector 69,1.7,8623.0,4,4,1,12.0,Relatively New,1970.01,1783.0,1605.0,0,0,0,0,0,0,88
flat,indiabulls centrum park,sector 103,1.15,8679.0,2,2,3,10.0,Relatively New,1325.04,1080.0,864.99,1,0,0,0,0,1,174
flat,rof ananda,sector 95,0.25,6578.0,1,1,1,4.0,New Property,379.97,344.0,310.0,0,0,0,0,0,0,0
flat,godrej aria,sector 79,1.0,6653.0,2,2,2,4.0,Relatively New,1502.96,1299.96,1199.96,1,0,0,0,0,0,49
flat,pareena mi casa,sector 68,1.1,9020.0,2,2,3,13.0,New Property,1244.95,1244.0,1225.04,0,0,0,0,0,0,106
house,independent,sector 12,1.7,8000.0,5,5,3,3.0,Moderately Old,2210.0,2000.04,1800.0,0,0,0,1,1,0,9
flat,zara aavaas,sector 104,0.26,7807.0,1,1,2,0.0,Relatively New,333.0,300.96,271.0,0,0,0,0,0,0,91
flat,dlf regal gardens,sector 90,1.25,7339.0,3,3,3,28.0,Moderately Old,1702.96,1541.0,1387.0,0,1,0,0,0,0,38
flat,m3m skywalk,sector 74,1.54,11000.0,2,2,3+,22.0,Relatively New,1399.95,1199.96,1099.96,0,0,0,0,1,0,137
house,shivaji nagar residential,sector 11,3.08,11407.0,6,4,2,1.0,Moderately Old,2984.0,2700.02,2430.0,0,0,0,0,0,0,0
house,independent,sector 45,4.49,24455.0,9,9,3+,3.0,Moderately Old,2029.0,1836.0,1652.0,0,0,0,0,1,1,90
flat,dlf the ultima,sector 81,3.25,11805.0,4,4,3+,11.0,Moderately Old,2752.98,2491.0,2242.0,0,1,0,0,0,0,28
flat,tulip violet,sector 69,1.3,8445.0,3,3,1,12.0,Relatively New,1537.95,1392.0,1253.0,0,0,0,1,0,1,94
